"Plot Title:  10799588"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10799588, SEN S/N: 10799588)","RH, % (LGR S/N: 10799588, SEN S/N: 10799588)","Coupler Detached (LGR S/N: 10799588)","End Of File (LGR S/N: 10799588)"
393,11/29/17 04:56:16 AM,19.270,41.092,,
394,11/29/17 04:57:16 AM,19.270,41.092,,
395,11/29/17 04:58:16 AM,19.270,41.092,,
396,11/29/17 04:59:16 AM,19.270,41.092,,
397,11/29/17 05:00:16 AM,19.246,41.089,,
398,11/29/17 05:01:16 AM,19.246,41.089,,
399,11/29/17 05:02:16 AM,19.246,41.089,,
400,11/29/17 05:03:16 AM,19.222,41.086,,
401,11/29/17 05:04:16 AM,19.222,41.119,,
402,11/29/17 05:05:16 AM,19.222,41.119,,
403,11/29/17 05:06:16 AM,19.222,41.119,,
404,11/29/17 05:07:16 AM,19.222,41.119,,
405,11/29/17 05:08:16 AM,19.199,41.148,,
406,11/29/17 05:09:16 AM,19.199,41.148,,
407,11/29/17 05:10:16 AM,19.199,41.148,,
408,11/29/17 05:11:16 AM,19.199,41.116,,
409,11/29/17 05:12:16 AM,19.175,41.146,,
410,11/29/17 05:13:16 AM,19.175,41.146,,
411,11/29/17 05:14:16 AM,19.175,41.146,,
412,11/29/17 05:15:16 AM,19.175,41.146,,
413,11/29/17 05:16:16 AM,19.175,41.146,,
414,11/29/17 05:17:16 AM,19.175,41.146,,
415,11/29/17 05:18:16 AM,19.175,41.146,,
416,11/29/17 05:19:16 AM,19.151,41.143,,
417,11/29/17 05:20:16 AM,19.151,41.143,,
418,11/29/17 05:21:16 AM,19.151,41.143,,
419,11/29/17 05:22:16 AM,19.151,41.143,,
420,11/29/17 05:23:16 AM,19.151,41.143,,
421,11/29/17 05:24:16 AM,19.151,41.143,,
422,11/29/17 05:25:16 AM,19.151,41.143,,
423,11/29/17 05:26:16 AM,19.151,41.111,,
424,11/29/17 05:27:16 AM,19.151,41.079,,
425,11/29/17 05:28:16 AM,19.151,41.079,,
426,11/29/17 05:29:16 AM,19.127,41.076,,
427,11/29/17 05:30:16 AM,19.127,41.076,,
428,11/29/17 05:31:16 AM,19.127,41.076,,
429,11/29/17 05:32:16 AM,19.127,41.076,,
430,11/29/17 05:33:16 AM,19.127,41.076,,
431,11/29/17 05:34:16 AM,19.127,41.076,,
432,11/29/17 05:35:16 AM,19.127,41.140,,
433,11/29/17 05:36:16 AM,19.127,41.108,,
434,11/29/17 05:37:16 AM,19.127,41.140,,
435,11/29/17 05:38:16 AM,19.127,41.140,,
436,11/29/17 05:39:16 AM,19.127,41.140,,
437,11/29/17 05:40:16 AM,19.127,41.140,,
438,11/29/17 05:41:16 AM,19.127,41.172,,
439,11/29/17 05:42:16 AM,19.127,41.205,,
440,11/29/17 05:43:16 AM,19.127,41.205,,
441,11/29/17 05:44:16 AM,19.127,41.205,,
442,11/29/17 05:45:16 AM,19.127,41.237,,
443,11/29/17 05:46:16 AM,19.151,41.272,,
444,11/29/17 05:47:16 AM,19.127,41.269,,
445,11/29/17 05:48:16 AM,19.151,41.272,,
446,11/29/17 05:49:16 AM,19.151,41.336,,
447,11/29/17 05:50:16 AM,19.151,41.336,,
448,11/29/17 05:51:16 AM,19.151,41.336,,
449,11/29/17 05:52:16 AM,19.151,41.368,,
450,11/29/17 05:53:16 AM,19.151,41.400,,
451,11/29/17 05:54:16 AM,19.151,41.400,,
452,11/29/17 05:55:16 AM,19.151,41.400,,
453,11/29/17 05:56:16 AM,19.151,41.400,,
454,11/29/17 05:57:16 AM,19.127,41.269,,
455,11/29/17 05:58:16 AM,19.056,40.810,,
456,11/29/17 05:59:16 AM,18.889,39.404,,
457,11/29/17 06:00:16 AM,18.557,38.559,,
458,11/29/17 06:01:16 AM,18.176,38.325,,
459,11/29/17 06:02:16 AM,17.796,38.415,,
460,11/29/17 06:03:16 AM,17.463,38.574,,
461,11/29/17 06:04:16 AM,17.130,38.829,,
462,11/29/17 06:05:16 AM,16.844,39.089,,
463,11/29/17 06:06:16 AM,16.582,39.318,,
464,11/29/17 06:07:16 AM,16.320,39.579,,
465,11/29/17 06:08:16 AM,16.082,39.778,,
466,11/29/17 06:09:16 AM,15.891,40.109,,
467,11/29/17 06:10:16 AM,15.700,40.312,,
468,11/29/17 06:11:16 AM,15.533,40.517,,
469,11/29/17 06:12:16 AM,15.366,40.690,,
470,11/29/17 06:13:16 AM,15.223,40.802,,
471,11/29/17 06:14:16 AM,15.079,40.914,,
472,11/29/17 06:15:16 AM,14.960,40.996,,
473,11/29/17 06:16:16 AM,14.816,41.043,,
474,11/29/17 06:17:16 AM,14.697,41.093,,
475,11/29/17 06:18:16 AM,14.577,41.144,,
476,11/29/17 06:19:16 AM,14.457,41.162,,
477,11/29/17 06:20:16 AM,14.337,41.180,,
478,11/29/17 06:21:16 AM,14.218,41.167,,
479,11/29/17 06:22:16 AM,14.098,41.185,,
480,11/29/17 06:23:16 AM,13.978,41.203,,
481,11/29/17 06:24:16 AM,13.882,41.192,,
482,11/29/17 06:25:16 AM,13.762,41.179,,
483,11/29/17 06:26:16 AM,13.666,41.200,,
484,11/29/17 06:27:16 AM,13.546,41.154,,
485,11/29/17 06:28:16 AM,13.449,41.144,,
486,11/29/17 06:29:16 AM,13.353,41.164,,
487,11/29/17 06:30:16 AM,13.233,41.151,,
488,11/29/17 06:31:16 AM,13.137,41.140,,
489,11/29/17 06:32:16 AM,13.040,41.129,,
490,11/29/17 06:33:16 AM,12.944,41.118,,
491,11/29/17 06:34:16 AM,12.823,41.136,,
492,11/29/17 06:35:16 AM,12.727,41.062,,
493,11/29/17 06:36:16 AM,12.630,41.083,,
494,11/29/17 06:37:16 AM,12.534,41.072,,
